Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P9191,F1817,United,SFO,DEN,2023-10-03 06:37:26,99,On-time,1527,385.13,79,Male,Low,Leisure,Economy,1,,Desk,7.289111417955429,10.0,11,0,0,Window,40
P9192,F1295,United,LAX,ATL,2024-01-24 20:57:37,128,On-time,1285,296.72,58,Male,Low,Business,Economy,1,Platinum,Mobile App,6.47815078119136,1.0,77,0,0,Window,40
P9193,F1277,Southwest,SEA,DEN,2024-11-11 08:09:29,188,On-time,1294,407.08,60,Male,Medium,Business,Economy,1,Gold,Airport Kiosk,7.633858785680805,8.0,96,0,0,Aisle,22
P9194,F746,JetBlue,SFO,ORD,2024-06-25 17:54:05,159,On-time,1194,246.25,68,Female,Low,Family,Economy,0,,Desk,8.149646195780402,12.0,85,0,1,Window,70
P9195,F1078,American Airlines,SFO,ATL,2023-09-06 17:56:47,223,On-time,1287,227.2,55,Male,Medium,Leisure,Premium Economy,0,,Airport Kiosk,7.788126770444948,6.0,6,0,0,Middle,2
P9196,F1133,Delta,ATL,LAX,2024-11-05 07:30:05,226,On-time,875,218.82,36,Female,High,Family,Economy,2,Platinum,Airport Kiosk,6.824905474301213,42.0,72,0,0,Middle,57
P9197,F1347,Southwest,SEA,JFK,2023-12-26 19:51:40,191,On-time,1455,362.8,59,Female,High,Family,Business,1,,Mobile App,9.094187650818672,2.0,111,0,0,Aisle,31
P9198,F1652,Southwest,JFK,ATL,2024-05-09 08:45:38,117,On-time,1112,348.74,32,Female,Medium,Family,Economy,0,,Airport Kiosk,8.524016515583376,7.0,55,1,0,Window,30
P9199,F200,American Airlines,DEN,DFW,2024-08-08 23:26:37,112,On-time,966,369.74,70,Male,Medium,Business,Economy,0,Silver,Online,7.663516934767635,4.0,98,0,0,Aisle,81
P9200,F1890,United,SEA,DEN,2023-12-29 00:47:48,169,On-time,1107,427.77,56,Female,Medium,Leisure,Economy,0,Silver,Desk,7.776802354513011,10.0,3,1,0,Aisle,42
P9201,F1753,Southwest,SFO,DFW,2025-02-28 18:36:05,189,Cancelled,1200,364.62,39,Male,Low,Family,Premium Economy,0,,Mobile App,8.951999113045483,4.0,4,0,0,Aisle,6
P9202,F207,Delta,SEA,SEA,2024-11-07 17:36:42,127,On-time,1151,297.64,49,Male,Low,Leisure,Economy,1,Gold,Airport Kiosk,8.557342967894714,16.0,36,0,0,Middle,104
P9203,F1577,JetBlue,DFW,SEA,2023-12-05 11:35:45,139,On-time,1397,417.68,53,Female,High,Emergency,Premium Economy,0,,Desk,7.290687641451528,14.0,73,0,0,Window,0
P9204,F794,American Airlines,DEN,ATL,2023-07-18 23:24:10,157,On-time,702,386.09,78,Male,Low,Emergency,Economy,2,,Online,6.815290298691684,7.0,15,0,0,Aisle,60
P9205,F636,Delta,SEA,DFW,2024-06-11 23:32:33,189,On-time,870,312.37,24,Male,Low,Business,Economy,1,Silver,Airport Kiosk,7.116448215901301,4.0,50,0,0,Middle,13
P9206,F1040,Southwest,SEA,JFK,2024-08-03 03:48:41,237,On-time,1610,294.6,64,Female,Medium,Leisure,Economy,3,,Online,7.327425934602093,3.0,82,0,0,Middle,51
P9207,F918,United,LAX,SFO,2024-11-25 09:13:39,78,On-time,1369,457.99,60,Male,Low,Emergency,Economy,0,Gold,Online,8.663305381778285,8.0,109,0,0,Middle,95
P9208,F459,JetBlue,SFO,JFK,2024-05-07 05:10:27,200,On-time,891,443.45,60,Female,High,Family,Economy,2,,Online,6.312463804982233,14.0,50,1,0,Middle,5
P9209,F110,United,DEN,SFO,2023-08-16 21:29:31,157,On-time,1049,311.6,27,Female,Medium,Family,Economy,2,,Online,7.575986590255844,2.0,21,0,1,Aisle,102
P9210,F116,Southwest,DFW,DEN,2024-05-13 14:16:59,293,On-time,716,404.81,70,Male,Low,Emergency,Business,2,,Airport Kiosk,8.936321295666584,7.0,11,0,1,Middle,9
P9211,F1433,Delta,DFW,ATL,2024-03-10 12:03:09,143,On-time,1655,386.94,79,Female,Medium,Leisure,Economy,0,,Airport Kiosk,6.850311731549553,3.0,36,0,0,Window,70
P9212,F664,Southwest,SFO,ATL,2024-03-26 16:32:20,230,Cancelled,815,229.6,67,Male,Medium,Business,Economy,1,,Online,8.433922470463623,5.0,59,0,1,Middle,89
P9213,F1389,American Airlines,LAX,ATL,2023-10-25 06:02:00,122,On-time,1138,497.1,40,Male,Medium,Emergency,Premium Economy,3,,Airport Kiosk,8.404811985450198,6.0,38,1,0,Middle,97
P9214,F281,United,SEA,JFK,2024-01-31 18:55:11,209,On-time,1399,325.82,55,Female,High,Family,Business,2,Silver,Online,8.982786951236196,6.0,84,0,0,Aisle,29
P9215,F1221,American Airlines,ATL,ORD,2023-08-05 11:16:53,81,On-time,1567,273.74,18,Male,Low,Business,Economy,2,,Airport Kiosk,8.226299367095061,5.0,70,0,0,Middle,99
P9216,F153,Delta,ATL,SFO,2025-01-31 17:09:07,188,On-time,756,423.86,35,Female,Medium,Emergency,Economy,2,,Mobile App,7.494869240424597,15.0,79,0,0,Aisle,20
P9217,F1437,United,JFK,DEN,2025-03-04 13:08:11,103,On-time,1116,292.08,70,Female,Low,Family,Premium Economy,2,,Airport Kiosk,8.245048921368323,4.0,84,0,0,Aisle,59
P9218,F1310,Southwest,DEN,JFK,2024-03-17 22:18:14,133,On-time,1429,355.41,79,Female,Low,Emergency,Premium Economy,2,Platinum,Mobile App,7.1812090321021955,4.0,78,0,1,Middle,80
P9219,F64,Delta,DEN,DEN,2024-03-30 18:21:32,241,On-time,1345,290.45,31,Male,Low,Emergency,Economy,2,,Desk,7.450066940277341,31.0,30,0,0,Window,96
P9220,F126,JetBlue,LAX,ORD,2024-01-27 21:44:22,35,Delayed,1536,266.79,75,Female,Medium,Leisure,Economy,1,Gold,Online,7.454772970135635,13.0,31,0,0,Middle,73
P9221,F118,JetBlue,SFO,LAX,2025-02-23 02:23:37,218,On-time,766,330.37,31,Male,High,Leisure,Economy,0,Silver,Online,8.496166513086079,11.0,43,0,0,Middle,114
P9222,F159,JetBlue,SEA,DFW,2024-05-09 22:39:37,154,On-time,1107,334.5,75,Male,Medium,Family,Business,2,Gold,Airport Kiosk,8.430998193750705,1.0,75,0,0,Window,62
P9223,F416,United,JFK,JFK,2025-01-22 19:56:03,216,Delayed,1193,291.63,77,Male,Medium,Leisure,Premium Economy,1,,Desk,8.666746607534613,2.0,34,0,0,Middle,110
P9224,F1907,American Airlines,DFW,JFK,2024-03-14 14:29:31,126,On-time,933,375.41,27,Female,Medium,Family,Economy,1,,Desk,6.9789190376047525,8.0,114,0,0,Aisle,41
P9225,F829,Southwest,DEN,ATL,2023-08-03 10:55:39,276,On-time,1643,247.9,45,Female,Medium,Leisure,Economy,1,Silver,Mobile App,6.300283109023887,23.0,46,0,0,Window,50
P9226,F1524,Delta,ATL,JFK,2024-10-18 23:25:09,195,Delayed,1436,248.83,22,Male,High,Leisure,Premium Economy,1,Gold,Airport Kiosk,7.474549521903799,5.0,96,0,0,Window,63
P9227,F593,JetBlue,SFO,ATL,2024-07-29 15:28:36,212,On-time,1406,294.84,68,Male,Medium,Business,Economy,1,,Mobile App,7.87573604356069,6.0,29,0,0,Window,75
P9228,F869,American Airlines,LAX,SFO,2023-05-16 04:41:17,231,On-time,1146,465.24,55,Male,Medium,Emergency,Business,0,,Desk,8.298411351681231,22.0,14,0,0,Window,55
P9229,F1246,Delta,JFK,ORD,2024-10-29 11:26:11,132,On-time,1306,251.79,65,Male,Medium,Family,Economy,0,,Desk,7.549011990100088,5.0,58,0,0,Window,79
P9230,F1559,JetBlue,JFK,DFW,2024-12-20 19:19:22,272,Delayed,939,280.0,78,Male,Medium,Emergency,Economy,1,Silver,Desk,7.395629618320827,4.0,23,0,0,Aisle,40
P9231,F901,United,LAX,LAX,2025-03-24 00:39:13,212,On-time,1950,300.43,53,Male,Low,Emergency,Premium Economy,2,Silver,Desk,8.091614670370666,9.0,44,0,0,Aisle,31
P9232,F550,Delta,SFO,SEA,2023-11-07 21:08:44,143,On-time,1475,309.8,75,Female,Medium,Business,Economy,1,,Online,7.448075810424553,8.0,115,0,0,Window,14
P9233,F1546,Delta,LAX,LAX,2024-02-13 20:54:28,191,On-time,830,357.75,68,Male,Medium,Family,First,1,,Online,8.485463659383303,18.0,74,0,1,Aisle,61
P9234,F937,Southwest,ATL,JFK,2024-03-14 03:35:26,224,On-time,1497,333.83,65,Male,Medium,Business,Economy,1,Silver,Desk,7.081821776729376,0.0,110,0,0,Middle,26
P9235,F1689,United,SFO,SEA,2024-07-22 06:55:30,183,On-time,1663,303.2,77,Male,Medium,Business,Economy,0,,Desk,7.554437603523849,5.0,21,0,0,Middle,27
P9236,F1305,Delta,LAX,LAX,2024-06-04 16:59:10,177,Delayed,1345,264.89,49,Male,Medium,Family,Business,2,Platinum,Airport Kiosk,8.88711060018895,1.0,10,0,0,Window,80
P9237,F741,American Airlines,ATL,ATL,2025-02-01 05:27:22,170,On-time,958,350.14,24,Male,Low,Emergency,Business,1,,Desk,7.766961374017098,5.0,110,0,0,Window,63
P9238,F888,Delta,LAX,DEN,2024-12-25 01:51:02,131,On-time,1280,394.56,67,Male,Medium,Family,Premium Economy,3,Silver,Mobile App,9.51224133598796,6.0,16,0,0,Window,109
P9239,F1679,Delta,ATL,ATL,2023-08-24 16:37:47,113,On-time,718,315.31,43,Female,Medium,Emergency,Economy,0,,Online,8.14829770049307,9.0,45,0,0,Middle,58
P9240,F217,Southwest,DEN,SFO,2024-08-22 20:11:10,41,Delayed,902,333.86,42,Male,High,Business,Economy,3,,Online,8.315683728035037,3.0,66,0,0,Aisle,113
P9241,F1688,Delta,LAX,ATL,2024-04-08 21:11:27,266,Cancelled,1532,37.45,79,Female,Low,Emergency,Economy,1,Gold,Airport Kiosk,7.284301477630624,26.0,65,0,0,Window,57
P9242,F1055,American Airlines,ATL,LAX,2024-09-26 08:55:55,147,On-time,1464,340.9,61,Female,Low,Emergency,Premium Economy,2,,Online,7.314172763517387,4.0,12,0,0,Aisle,1
P9243,F306,Delta,DFW,SEA,2024-10-09 14:56:39,186,On-time,1364,410.24,46,Male,Low,Business,Economy,1,,Online,7.687647811981596,1.0,75,0,0,Window,35
P9244,F864,Southwest,ATL,SFO,2023-10-08 05:43:55,141,On-time,1811,339.28,23,Female,Medium,Leisure,Economy,2,Platinum,Online,7.335710992100803,9.0,22,0,0,Aisle,113
P9245,F735,American Airlines,DEN,JFK,2025-04-15 13:59:35,267,On-time,908,470.02,46,Female,Low,Business,Economy,3,,Desk,7.539185216359299,1.0,64,0,0,Aisle,70
P9246,F1283,Delta,JFK,DEN,2023-10-19 01:52:52,209,On-time,1172,510.7,33,Male,Medium,Leisure,Economy,1,Silver,Airport Kiosk,6.6190766731470685,12.0,80,0,0,Middle,12
P9247,F1258,United,SEA,DFW,2024-09-03 02:03:01,158,On-time,1112,439.21,50,Male,Medium,Business,Economy,0,,Airport Kiosk,6.291775932260891,7.0,61,0,0,Aisle,14
P9248,F1781,American Airlines,DEN,LAX,2024-06-29 01:17:55,129,Delayed,833,327.2,34,Male,Medium,Emergency,Economy,3,,Mobile App,8.121461450504235,3.0,11,0,0,Middle,88
P9249,F485,Southwest,JFK,SEA,2023-05-22 11:19:56,179,On-time,1329,381.69,44,Male,Medium,Family,Economy,2,,Mobile App,7.310160897487,32.0,65,0,1,Window,86
P9250,F1389,Delta,SEA,SFO,2023-09-15 15:12:05,189,On-time,1380,471.14,67,Female,Medium,Business,Economy,2,,Mobile App,8.031093919206175,7.0,101,0,0,Aisle,59
P9251,F1536,JetBlue,ORD,SEA,2023-08-16 15:40:42,141,Delayed,972,357.0,44,Male,High,Leisure,Economy,0,Silver,Mobile App,6.412388566291974,33.0,29,0,0,Middle,21
P9252,F1378,United,LAX,SFO,2024-08-31 10:59:26,109,On-time,1075,391.11,25,Male,Medium,Family,Economy,0,Silver,Desk,7.874593780554954,0.0,32,0,0,Aisle,62
P9253,F235,American Airlines,SEA,ATL,2023-11-24 23:20:48,119,On-time,1205,168.35,36,Male,Low,Family,Economy,1,,Online,7.165198047907759,3.0,36,0,0,Aisle,89
P9254,F656,Southwest,DEN,DFW,2024-06-18 23:20:42,270,On-time,1102,399.93,20,Female,High,Family,Economy,1,,Online,5.8215824385084085,51.0,82,0,0,Middle,96
P9255,F1265,United,SEA,LAX,2024-06-11 13:54:52,165,Delayed,1618,566.31,65,Male,Medium,Emergency,Economy,0,,Airport Kiosk,8.60157691422944,1.0,0,0,0,Window,74
P9256,F60,JetBlue,ATL,DEN,2023-06-27 18:17:01,190,On-time,1171,371.26,44,Male,High,Business,Economy,0,Gold,Mobile App,7.777514959585652,7.0,94,0,0,Window,73
P9257,F879,JetBlue,DFW,DEN,2025-01-30 17:44:18,138,On-time,1579,328.33,20,Female,Medium,Leisure,First,0,Gold,Desk,8.941942858381589,15.0,24,0,0,Middle,24
P9258,F1650,Delta,ORD,JFK,2024-08-07 20:31:29,261,Cancelled,1395,350.89,42,Female,High,Leisure,Economy,1,,Mobile App,7.1348080958228985,16.0,102,0,0,Middle,100
P9259,F930,American Airlines,JFK,SEA,2023-06-02 14:45:44,174,Cancelled,936,260.47,49,Female,Low,Emergency,Economy,0,Silver,Airport Kiosk,7.6274785557950455,5.0,12,0,0,Aisle,47
P9260,F772,United,SFO,DEN,2024-09-17 03:13:43,221,Delayed,1342,307.73,44,Female,Low,Emergency,Economy,0,Gold,Airport Kiosk,7.652224316834505,32.0,63,0,0,Aisle,42
P9261,F1477,Delta,LAX,DEN,2023-05-11 08:08:41,216,On-time,1031,201.86,31,Female,Medium,Family,Economy,1,Platinum,Mobile App,8.755274936117223,9.0,58,1,0,Aisle,116
P9262,F1280,JetBlue,DFW,ATL,2024-06-27 14:28:40,208,On-time,1588,316.02,26,Male,Medium,Leisure,Economy,0,,Online,7.674878576697046,13.0,94,0,0,Aisle,37
P9263,F469,United,DFW,JFK,2025-04-02 18:55:23,184,On-time,1358,403.96,47,Male,High,Leisure,Economy,3,,Airport Kiosk,7.82350523863331,0.0,79,0,0,Aisle,40
P9264,F1266,JetBlue,SEA,ATL,2024-09-11 07:50:55,109,Cancelled,1246,410.45,30,Male,High,Family,Economy,1,Silver,Desk,7.694317956608153,4.0,63,1,0,Middle,44
P9265,F25,Delta,DEN,SFO,2024-05-12 21:00:56,139,On-time,1213,179.07,68,Male,Low,Leisure,Economy,2,Silver,Airport Kiosk,8.40827222121147,12.0,95,0,0,Window,87
P9266,F91,Delta,LAX,DFW,2024-11-01 05:25:13,104,On-time,1264,481.92,37,Female,Medium,Family,Business,0,,Desk,7.826714239163564,40.0,36,0,0,Middle,39
P9267,F120,American Airlines,DFW,JFK,2023-09-15 00:56:31,153,Delayed,1601,334.82,78,Male,High,Family,Business,0,,Online,9.5378318329545,1.0,97,0,0,Aisle,109
P9268,F361,United,ATL,ATL,2024-06-07 01:55:45,151,Delayed,859,367.13,34,Female,Low,Emergency,Economy,0,Gold,Airport Kiosk,8.411700625689805,3.0,28,0,0,Middle,119
P9269,F1168,Delta,SEA,ORD,2023-11-24 10:21:36,193,Cancelled,1147,326.59,48,Female,Low,Leisure,Business,0,Gold,Desk,9.616935274165193,0.0,97,0,0,Window,96
P9270,F235,American Airlines,JFK,DEN,2023-06-04 01:03:29,85,On-time,726,463.05,42,Female,Low,Emergency,Economy,0,Silver,Desk,8.015081028510533,3.0,73,0,0,Window,16
P9271,F1887,Delta,ORD,DFW,2023-06-29 14:17:54,163,On-time,1405,394.67,53,Female,Medium,Leisure,Economy,3,,Airport Kiosk,7.415656353533865,15.0,101,0,0,Window,87
P9272,F470,JetBlue,ATL,SEA,2025-02-06 06:39:06,158,On-time,1363,467.3,46,Male,Medium,Business,Economy,0,Silver,Mobile App,6.6140227511425564,17.0,112,0,1,Window,100
P9273,F1206,American Airlines,SEA,ATL,2024-01-21 06:05:59,187,On-time,1141,477.53,53,Female,High,Leisure,Premium Economy,0,Gold,Airport Kiosk,7.1517623482570905,36.0,84,0,0,Aisle,56
P9274,F272,American Airlines,DFW,SEA,2024-09-07 09:34:57,174,On-time,1201,275.7,27,Female,Medium,Leisure,Economy,0,Silver,Desk,5.9426475912125,24.0,21,0,0,Window,1
P9275,F1992,American Airlines,ORD,SEA,2024-12-12 08:33:38,249,Delayed,998,301.46,28,Male,High,Business,Economy,1,Gold,Mobile App,8.239255237933511,3.0,62,0,0,Middle,95
P9276,F467,JetBlue,SEA,ORD,2024-06-02 23:27:59,186,On-time,1473,319.01,37,Male,High,Business,Economy,1,Silver,Online,7.340169846356439,20.0,0,0,0,Middle,120
P9277,F267,JetBlue,DFW,SEA,2023-10-16 08:39:06,172,On-time,1326,557.6,66,Male,Medium,Family,Business,2,,Online,9.328620427421125,4.0,11,0,1,Middle,61
P9278,F1691,Delta,DEN,DEN,2024-06-13 00:00:51,291,On-time,1348,347.67,21,Female,Medium,Business,Premium Economy,1,Platinum,Airport Kiosk,8.641925167860467,10.0,22,0,0,Middle,87
P9279,F1646,Southwest,SEA,JFK,2023-05-15 08:08:55,187,On-time,1210,314.12,58,Male,Medium,Business,Economy,0,Silver,Online,7.713677531416296,6.0,48,0,0,Aisle,8
P9280,F658,American Airlines,DFW,ATL,2023-12-18 08:23:15,254,On-time,962,177.96,21,Male,Low,Emergency,Business,4,,Airport Kiosk,7.941176085744558,23.0,109,0,0,Aisle,67
P9281,F1711,Delta,DEN,DFW,2023-10-13 08:09:52,126,On-time,1084,328.59,73,Male,Medium,Family,Economy,2,,Mobile App,8.879606098731342,0.0,11,0,0,Middle,80
P9282,F1745,JetBlue,SFO,SFO,2023-04-28 06:05:10,243,On-time,1109,307.27,34,Female,Medium,Family,Economy,0,Silver,Airport Kiosk,6.9623203152077,20.0,115,0,0,Middle,16
P9283,F1524,United,DEN,ATL,2025-03-10 15:27:37,172,On-time,939,491.59,68,Male,Medium,Leisure,First,0,Gold,Desk,10.0,1.0,39,1,0,Window,116
P9284,F610,JetBlue,SFO,DFW,2023-10-22 19:02:29,288,On-time,891,445.86,30,Female,Low,Family,Economy,2,,Airport Kiosk,6.2882265188420705,14.0,103,0,0,Middle,49
P9285,F149,American Airlines,SFO,SFO,2023-11-08 16:40:25,232,On-time,1083,483.26,27,Male,Medium,Business,Economy,1,,Online,8.492235567769944,11.0,9,0,0,Window,111
P9286,F1086,United,ORD,SEA,2024-04-11 00:34:50,176,On-time,638,407.6,65,Female,Low,Emergency,Economy,1,Silver,Mobile App,8.606199196283058,11.0,45,0,0,Window,93
P9287,F1750,United,ATL,LAX,2024-02-05 04:25:56,183,On-time,1206,433.5,43,Male,Medium,Leisure,Premium Economy,0,Silver,Airport Kiosk,7.990679595969193,5.0,34,0,0,Aisle,39
P9288,F929,United,ORD,ATL,2024-03-05 15:24:49,246,Delayed,1110,436.93,57,Male,Medium,Family,Economy,1,,Airport Kiosk,6.99443250115781,13.0,72,0,0,Middle,57
P9289,F1091,Southwest,DFW,JFK,2024-12-14 21:43:52,98,Delayed,1000,571.16,69,Female,Medium,Family,Business,1,Gold,Airport Kiosk,8.707248601110168,2.0,97,0,0,Aisle,74
P9290,F1358,JetBlue,LAX,ORD,2024-05-16 18:19:18,246,On-time,1890,520.66,52,Female,Medium,Family,First,0,,Online,8.505390926790007,14.0,41,0,0,Aisle,84
P9291,F144,JetBlue,DFW,JFK,2023-07-22 07:51:52,178,Delayed,1069,368.0,56,Female,Low,Family,Economy,1,,Mobile App,6.768508121069656,3.0,88,0,0,Middle,20
P9292,F1379,Southwest,SEA,JFK,2023-12-25 09:31:02,117,Cancelled,1669,387.47,25,Male,High,Family,Business,1,,Mobile App,8.940450048200717,3.0,75,1,0,Window,17
P9293,F1008,JetBlue,ORD,LAX,2025-01-19 05:48:52,134,On-time,1557,224.05,79,Male,High,Emergency,Premium Economy,2,,Mobile App,8.321671965556162,0.0,42,0,0,Middle,54
P9294,F1671,American Airlines,SFO,LAX,2024-05-11 11:43:41,223,On-time,927,141.07,50,Male,Medium,Leisure,Economy,1,Gold,Airport Kiosk,6.545533094751049,0.0,119,0,1,Middle,28
P9295,F71,American Airlines,JFK,SEA,2023-10-17 07:27:57,227,On-time,1196,385.22,52,Male,High,Family,Economy,0,Gold,Desk,6.860030891688181,7.0,96,0,0,Window,23
P9296,F392,United,SEA,JFK,2024-06-13 00:16:29,143,On-time,923,239.19,68,Female,High,Emergency,Business,1,Silver,Online,9.41870276271345,22.0,55,0,0,Aisle,73
P9297,F1623,United,SFO,ORD,2025-01-24 19:24:51,140,On-time,1171,324.84,46,Male,Low,Family,Economy,0,,Mobile App,7.408803553874348,3.0,34,0,0,Aisle,108
P9298,F98,JetBlue,ORD,LAX,2024-01-17 04:02:39,139,Delayed,1198,254.12,33,Male,Low,Emergency,Business,3,,Airport Kiosk,7.387353525988655,2.0,99,0,0,Window,16
P9299,F1261,JetBlue,DEN,ATL,2023-06-20 13:02:33,272,On-time,540,345.41,42,Female,Medium,Emergency,Economy,2,,Airport Kiosk,6.852326396216286,12.0,65,0,0,Aisle,17
P9300,F779,JetBlue,DFW,ORD,2023-11-30 05:04:48,158,On-time,1600,287.89,78,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,6.462603726168784,8.0,59,0,0,Middle,41
P9301,F31,Southwest,JFK,SEA,2025-03-25 16:37:42,203,On-time,824,370.52,65,Female,Medium,Business,Business,2,Silver,Desk,8.216442429441996,20.0,64,0,0,Aisle,111
P9302,F719,JetBlue,DEN,LAX,2023-10-12 02:39:03,230,On-time,1384,439.89,45,Male,Low,Business,First,0,,Online,9.291625432021704,8.0,36,0,0,Middle,83
P9303,F1776,Delta,LAX,DFW,2024-05-23 04:25:02,97,On-time,1420,500.43,77,Female,Medium,Emergency,Economy,0,,Airport Kiosk,6.8163286375570245,22.0,15,1,0,Window,100
P9304,F616,Southwest,SEA,DEN,2025-01-27 13:46:27,187,On-time,1751,485.11,74,Male,High,Emergency,Premium Economy,1,Silver,Mobile App,8.732560867496458,2.0,62,0,0,Middle,44
P9305,F600,JetBlue,ATL,DEN,2024-09-20 09:36:32,87,Cancelled,1264,357.72,23,Male,Medium,Leisure,Business,2,Silver,Airport Kiosk,7.776723852847393,0.0,29,0,0,Window,81
P9306,F1021,United,DEN,ORD,2025-01-10 18:22:49,151,On-time,1330,341.48,56,Male,Medium,Business,Premium Economy,0,,Desk,7.058172297124992,5.0,7,0,0,Middle,16
P9307,F244,Delta,ORD,SFO,2024-08-27 00:42:04,58,Delayed,1246,128.25,37,Male,Low,Leisure,Economy,2,,Online,7.1463029410628245,14.0,28,0,0,Window,72
P9308,F1556,Southwest,ATL,ORD,2024-11-07 01:43:07,140,On-time,1575,163.84,48,Female,High,Leisure,Premium Economy,1,,Airport Kiosk,7.184171997538413,12.0,47,0,1,Middle,13
P9309,F404,United,SEA,SEA,2023-07-21 02:45:43,185,On-time,981,217.37,63,Female,Medium,Leisure,Economy,0,Gold,Mobile App,6.567613164118556,5.0,32,0,0,Aisle,48
P9310,F1148,Delta,JFK,ORD,2024-05-24 15:47:37,244,On-time,1231,443.82,58,Female,Medium,Emergency,Economy,0,Gold,Online,7.062927941347201,27.0,67,0,0,Aisle,28
P9311,F1522,JetBlue,ATL,SFO,2025-03-07 12:34:49,73,On-time,1398,508.02,69,Female,Medium,Family,First,2,Gold,Mobile App,9.712126018797639,0.0,105,0,0,Middle,94
P9312,F25,American Airlines,JFK,ATL,2025-02-01 21:34:23,146,Delayed,1180,415.5,51,Male,High,Business,Economy,2,Gold,Online,6.572724478497599,26.0,100,0,1,Aisle,3
P9313,F1483,American Airlines,DFW,LAX,2024-12-29 13:55:03,100,On-time,1723,415.61,32,Male,High,Family,Economy,1,,Mobile App,7.343522971421332,23.0,69,0,0,Window,81
P9314,F1778,Southwest,DFW,SFO,2024-12-25 14:05:48,171,On-time,1715,467.91,66,Male,High,Leisure,First,1,,Mobile App,8.999747992733584,9.0,59,0,0,Middle,19
P9315,F1074,United,DFW,JFK,2023-06-06 17:15:00,142,On-time,1136,325.52,39,Male,Medium,Emergency,Premium Economy,1,,Online,7.234142806198425,27.0,10,0,0,Aisle,119
P9316,F174,JetBlue,SFO,LAX,2024-12-24 21:00:12,253,Delayed,1260,334.93,52,Female,High,Business,Economy,1,Gold,Mobile App,7.784822176904714,2.0,57,0,0,Aisle,119
P9317,F1362,Delta,LAX,ATL,2025-03-20 09:13:01,123,On-time,1168,266.27,33,Male,High,Emergency,Economy,1,Platinum,Online,8.20982920189541,6.0,49,0,0,Window,46
P9318,F1797,United,DEN,JFK,2023-12-06 10:34:38,247,On-time,1303,343.47,20,Male,Medium,Business,First,1,Gold,Online,10.0,15.0,115,0,0,Middle,106
P9319,F583,American Airlines,ATL,ORD,2024-08-17 06:57:11,180,On-time,895,232.54,64,Female,Medium,Business,First,4,,Online,9.562508706012183,18.0,107,0,0,Window,107
P9320,F1718,American Airlines,LAX,SEA,2024-10-04 19:37:34,201,On-time,971,222.43,76,Male,Medium,Family,Premium Economy,3,,Airport Kiosk,6.984273617528296,3.0,3,0,0,Aisle,8
P9321,F715,United,JFK,SFO,2024-01-11 07:01:29,180,On-time,775,327.13,58,Male,Medium,Leisure,Business,0,,Online,8.64916588415878,7.0,79,0,0,Middle,76
P9322,F160,United,SEA,ORD,2023-10-15 00:26:15,152,On-time,857,542.38,26,Female,High,Emergency,Premium Economy,0,,Mobile App,8.032213171335554,19.0,83,0,0,Middle,78
P9323,F1763,American Airlines,ORD,SFO,2023-04-23 20:36:07,194,Delayed,971,350.54,66,Female,Medium,Emergency,Economy,1,,Airport Kiosk,7.521251559706009,7.0,70,0,0,Aisle,26
P9324,F1718,JetBlue,JFK,LAX,2024-01-15 11:49:00,166,Delayed,941,480.17,77,Male,Low,Leisure,Economy,0,,Online,5.752080249831851,38.0,18,0,0,Middle,14
P9325,F414,American Airlines,ATL,SFO,2023-10-30 18:17:56,152,On-time,950,392.89,57,Male,High,Leisure,First,0,,Online,9.69008023171191,3.0,63,0,1,Aisle,91
P9326,F608,Delta,SEA,SFO,2023-05-28 16:48:30,150,Delayed,1289,335.61,32,Female,High,Leisure,Economy,1,Platinum,Online,8.035824616168775,2.0,16,0,0,Aisle,100
P9327,F257,Delta,JFK,DEN,2024-08-11 03:06:37,183,On-time,1065,415.39,22,Male,High,Family,Premium Economy,1,,Online,8.322494794002255,2.0,63,0,1,Window,118
P9328,F964,Southwest,DFW,ORD,2023-11-18 12:10:56,221,On-time,1046,132.52,21,Male,Low,Family,Premium Economy,0,,Airport Kiosk,6.0820823812798235,26.0,98,0,0,Aisle,18
P9329,F880,American Airlines,JFK,DFW,2024-03-16 19:03:37,239,On-time,1168,333.01,66,Female,Medium,Leisure,Economy,3,Gold,Airport Kiosk,7.796460666742416,8.0,93,0,0,Aisle,89
P9330,F494,JetBlue,ORD,ATL,2024-05-13 18:11:20,108,On-time,870,258.72,26,Male,Medium,Leisure,Economy,3,,Online,7.960799837957828,0.0,92,0,0,Window,51
P9331,F1585,JetBlue,SFO,JFK,2024-01-28 00:25:01,135,On-time,1150,291.1,35,Female,High,Emergency,Premium Economy,0,Gold,Desk,7.5667087122287935,2.0,10,0,0,Window,25
P9332,F548,JetBlue,JFK,DFW,2024-04-01 20:20:56,208,On-time,705,378.97,61,Female,Medium,Emergency,Economy,0,,Online,7.176041375804868,2.0,65,1,0,Window,88
